Batch_ID,Level1,Level2,Samples,Samples_ID,Replicates_ID,Replicates,Concentrations_ID,Date,Run date,Concentrations
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla1_500n_exp181021_run251121_09,4,500n,2021-10-18,2021-11-25,5.000000000000001e-7
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla2_500n_exp181021_run251121_10,4,500n,2021-10-18,2021-11-25,5.000000000000001e-7
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla3_500n_exp181021_run251121_11,4,500n,2021-10-18,2021-11-25,5.000000000000001e-7
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla4_500n_exp181021_run251121_12,4,500n,2021-10-18,2021-11-25,5.000000000000001e-7
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip1_005u_exp070222_run060522_09,4,005u,2022-02-07,2022-05-06,4.9999999999999996e-6
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip2_005u_exp070222_run060522_10,4,005u,2022-02-07,2022-05-06,4.9999999999999996e-6
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip3_005u_exp070222_run060522_11,4,005u,2022-02-07,2022-05-06,4.9999999999999996e-6
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip4_005u_exp070222_run060522_12,4,005u,2022-02-07,2022-05-06,4.9999999999999996e-6
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop1_007u_exp070222_run060522_13,4,007u,2022-02-07,2022-05-06,7e-6
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop2_007u_exp070222_run060522_14,4,007u,2022-02-07,2022-05-06,7e-6
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop3_007u_exp070222_run060522_15,4,007u,2022-02-07,2022-05-06,7e-6
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop4_007u_exp070222_run060522_16,4,007u,2022-02-07,2022-05-06,7e-6
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru1_080n_exp181021_run251121_05,4,080n,2021-10-18,2021-11-25,8e-8
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru2_080n_exp181021_run251121_06,4,080n,2021-10-18,2021-11-25,8e-8
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru3_080n_exp181021_run251121_07,4,080n,2021-10-18,2021-11-25,8e-8
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru4_080n_exp181021_run251121_08,4,080n,2021-10-18,2021-11-25,8e-8
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy1_002x_exp151121_run071221_37,4,0.02u,2021-11-15,2021-12-07,2e-8
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy2_002x_exp151121_run071221_38,4,0.02u,2021-11-15,2021-12-07,2e-8
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy3_002x_exp151121_run071221_39,4,0.02u,2021-11-15,2021-12-07,2e-8
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy4_002x_exp151121_run071221_40,4,0.02u,2021-11-15,2021-12-07,2e-8
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor1_006u_exp070222_run060522_05,4,006u,2022-02-07,2022-05-06,6e-6
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor2_006u_exp070222_run060522_06,4,006u,2022-02-07,2022-05-06,6e-6
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor3_006u_exp070222_run060522_07,4,006u,2022-02-07,2022-05-06,6e-6
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor4_006u_exp070222_run060522_08,4,006u,2022-02-07,2022-05-06,6e-6
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit1_005n_exp220322_run060522_37,4,005n,2022-03-22,2022-05-06,5e-9
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit2_005n_exp220322_run060522_38,4,005n,2022-03-22,2022-05-06,5e-9
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit3_005n_exp220322_run060522_39,4,005n,2022-03-22,2022-05-06,5e-9
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit4_005n_exp220322_run060522_40,4,005n,2022-03-22,2022-05-06,5e-9
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt1_1,5u_exp130921_run290921_40",4,1.50u,2021-09-13,2021-09-29,1.5e-6
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt2_1,5u_exp130921_run290921_41",4,1.50u,2021-09-13,2021-09-29,1.5e-6
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt3_1,5u_exp130921_run290921_42",4,1.50u,2021-09-13,2021-09-29,1.5e-6
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt4_1,5u_exp130921_run290921_43",4,1.50u,2021-09-13,2021-09-29,1.5e-6
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino1_002u_exp130921_run290921_44,4,002u,2021-09-13,2021-09-29,2e-6
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino2_002u_exp130921_run290921_45,4,002u,2021-09-13,2021-09-29,2e-6
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino3_002u_exp130921_run290921_46,4,002u,2021-09-13,2021-09-29,2e-6
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino4_002u_exp130921_run290921_47,4,002u,2021-09-13,2021-09-29,2e-6
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl1_002m_exp181021_run251121_25,4,002m,2021-10-18,2021-11-25,0.002
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl2_002m_exp181021_run251121_26,4,002m,2021-10-18,2021-11-25,0.002
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl3_002m_exp181021_run251121_27,4,002m,2021-10-18,2021-11-25,0.002
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl4_002m_exp181021_run251121_28,4,002m,2021-10-18,2021-11-25,0.002
exp271221,Epigenetics,HDAC inhibitors,Sodium butyrate,NaButy,NaButy1_002m_exp271221_run180122_33,4,002m,2021-12-27,2022-01-18,0.002
exp271221,Epigenetics,HDAC inhibitors,Sodium butyrate,NaButy,NaButy2_002m_exp271221_run180122_34,4,002m,2021-12-27,2022-01-18,0.002
exp271221,Epigenetics,HDAC inhibitors,Sodium butyrate,NaButy,NaButy3_002m_exp271221_run180122_35,4,002m,2021-12-27,2022-01-18,0.002
exp271221,Epigenetics,HDAC inhibitors,Sodium butyrate,NaButy,NaButy4_002m_exp271221_run180122_36,4,002m,2021-12-27,2022-01-18,0.002
exp271221,Epigenetics,HDAC inhibitors,Trichostatin A,Tricho,Tricho1_110n_exp271221_run180122_37,4,110n,2021-12-27,2022-01-18,1.1e-7
exp271221,Epigenetics,HDAC inhibitors,Trichostatin A,Tricho,Tricho2_110n_exp271221_run180122_38,4,110n,2021-12-27,2022-01-18,1.1e-7
exp271221,Epigenetics,HDAC inhibitors,Trichostatin A,Tricho,Tricho3_110n_exp271221_run180122_39,4,110n,2021-12-27,2022-01-18,1.1e-7
exp271221,Epigenetics,HDAC inhibitors,Trichostatin A,Tricho,Tricho4_110n_exp271221_run180122_40,4,110n,2021-12-27,2022-01-18,1.1e-7
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme1_040u_exp181021_run251121_21,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme2_040u_exp181021_run251121_22,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme3_040u_exp181021_run251121_23,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme4_040u_exp181021_run251121_24,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat1_040u_exp181021_run251121_29,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat2_040u_exp181021_run251121_30,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat3_040u_exp181021_run251121_31,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat4_040u_exp181021_run251121_32,4,040u,2021-10-18,2021-11-25,3.9999999999999996e-05
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora1_010u_exp181021_run251121_33,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora2_010u_exp181021_run251121_34,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora3_010u_exp181021_run251121_35,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora4_010u_exp181021_run251121_36,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza1_010u_exp181021_run251121_37,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza2_010u_exp181021_run251121_38,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza3_010u_exp181021_run251121_39,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza4_010u_exp181021_run251121_40,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp271221,Multi-kinase inhibitors,VEGFR2 and PDGFRβ,Sunitinib Malate,Suniti,Suniti1_015u_exp271221_run140122_21,4,015u,2021-12-27,2022-01-14,1.4999999999999999e-5
exp271221,Multi-kinase inhibitors,VEGFR2 and PDGFRβ,Sunitinib Malate,Suniti,Suniti2_015u_exp271221_run140122_22,4,015u,2021-12-27,2022-01-14,1.4999999999999999e-5
exp271221,Multi-kinase inhibitors,VEGFR2 and PDGFRβ,Sunitinib Malate,Suniti,Suniti3_015u_exp271221_run140122_23,4,015u,2021-12-27,2022-01-14,1.4999999999999999e-5
exp271221,Multi-kinase inhibitors,VEGFR2 and PDGFRβ,Sunitinib Malate,Suniti,Suniti4_015u_exp271221_run140122_24,4,015u,2021-12-27,2022-01-14,1.4999999999999999e-5
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito1_006u_exp300821_run290921_21,4,006u,2021-08-30,2021-09-29,6e-6
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito2_006u_exp300821_run290921_22,4,006u,2021-08-30,2021-09-29,6e-6
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito3_006u_exp300821_run290921_23,4,006u,2021-08-30,2021-09-29,6e-6
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito4_006u_exp300821_run290921_24,4,006u,2021-08-30,2021-09-29,6e-6
exp271221,Apoptosis,MCL-1 inhibitor,S63845,S63845,S638451_010u_exp271221_run140122_29,4,010u,2021-12-27,2022-01-14,9.999999999999999e-6
exp271221,Apoptosis,MCL-1 inhibitor,S63845,S63845,S638452_010u_exp271221_run140122_30,4,010u,2021-12-27,2022-01-14,9.999999999999999e-6
exp271221,Apoptosis,MCL-1 inhibitor,S63845,S63845,S638453_010u_exp271221_run140122_31,4,010u,2021-12-27,2022-01-14,9.999999999999999e-6
exp271221,Apoptosis,MCL-1 inhibitor,S63845,S63845,S638454_010u_exp271221_run140122_32,4,010u,2021-12-27,2022-01-14,9.999999999999999e-6
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu1_001u_exp130921_run111021_01,4,001u,2021-09-13,2021-10-11,1e-6
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu2_001u_exp130921_run111021_02,4,001u,2021-09-13,2021-10-11,1e-6
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu3_001u_exp130921_run111021_03,4,001u,2021-09-13,2021-10-11,1e-6
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu4_001u_exp130921_run111021_04,4,001u,2021-09-13,2021-10-11,1e-6
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti1_007u_exp151121_run180122_11,4,007u,2021-11-15,2022-01-18,7e-6
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti2_007u_exp151121_run180122_12,4,007u,2021-11-15,2022-01-18,7e-6
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti3_007u_exp151121_run180122_13,4,007u,2021-11-15,2022-01-18,7e-6
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti4_007u_exp151121_run180122_14,4,007u,2021-11-15,2022-01-18,7e-6
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1481_005u_exp130921_run111021_05,4,005u,2021-09-13,2021-10-11,4.9999999999999996e-6
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1482_005u_exp130921_run111021_06,4,005u,2021-09-13,2021-10-11,4.9999999999999996e-6
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1483_005u_exp130921_run111021_07,4,005u,2021-09-13,2021-10-11,4.9999999999999996e-6
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1484_005u_exp130921_run111021_08,4,005u,2021-09-13,2021-10-11,4.9999999999999996e-6
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez1_020n_exp200921_run111021_25,4,020n,2021-09-20,2021-10-11,2e-8
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez2_020n_exp200921_run111021_26,4,020n,2021-09-20,2021-10-11,2e-8
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez3_020n_exp200921_run111021_27,4,020n,2021-09-20,2021-10-11,2e-8
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez4_020n_exp200921_run111021_28,4,020n,2021-09-20,2021-10-11,2e-8
exp271221,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez1_020n_exp271221_run180122_41,4,020n,2021-12-27,2022-01-18,2e-8
exp271221,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez2_020n_exp271221_run180122_42,4,020n,2021-12-27,2022-01-18,2e-8
exp271221,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez3_020n_exp271221_run180122_43,4,020n,2021-12-27,2022-01-18,2e-8
exp271221,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez4_020n_exp271221_run180122_44,4,020n,2021-12-27,2022-01-18,2e-8
exp271221,Proteasomal inhibitors,JAK inhibitor,MG132,MG132z,MG132z1_510n_exp271221_run180122_45,4,510n,2021-12-27,2022-01-18,5.1e-7
exp271221,Proteasomal inhibitors,JAK inhibitor,MG132,MG132z,MG132z2_510n_exp271221_run180122_46,4,510n,2021-12-27,2022-01-18,5.1e-7
exp271221,Proteasomal inhibitors,JAK inhibitor,MG132,MG132z,MG132z3_510n_exp271221_run180122_47,4,510n,2021-12-27,2022-01-18,5.1e-7
exp271221,Proteasomal inhibitors,JAK inhibitor,MG132,MG132z,MG132z4_510n_exp271221_run180122_48,4,510n,2021-12-27,2022-01-18,5.1e-7
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro1_040u_exp200921_run111021_41,4,040u,2021-09-20,2021-10-11,3.9999999999999996e-05
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro2_040u_exp200921_run111021_42,4,040u,2021-09-20,2021-10-11,3.9999999999999996e-05
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro3_040u_exp200921_run111021_43,4,040u,2021-09-20,2021-10-11,3.9999999999999996e-05
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro4_040u_exp200921_run111021_44,4,040u,2021-09-20,2021-10-11,3.9999999999999996e-05
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti1_007u_exp181021_run251121_17,4,007u,2021-10-18,2021-11-25,7e-6
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti2_007u_exp181021_run251121_18,4,007u,2021-10-18,2021-11-25,7e-6
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti3_007u_exp181021_run251121_19,4,007u,2021-10-18,2021-11-25,7e-6
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti4_007u_exp181021_run251121_20,4,007u,2021-10-18,2021-11-25,7e-6
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0201_005u_exp181021_run251121_13,4,005u,2021-10-18,2021-11-25,4.9999999999999996e-6
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0202_005u_exp181021_run251121_14,4,005u,2021-10-18,2021-11-25,4.9999999999999996e-6
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0203_005u_exp181021_run251121_15,4,005u,2021-10-18,2021-11-25,4.9999999999999996e-6
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0204_005u_exp181021_run251121_16,4,005u,2021-10-18,2021-11-25,4.9999999999999996e-6
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo1_1,2n_exp200921_run111021_45",4,1.20n,2021-09-20,2021-10-11,1.2e-9
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo2_1,2n_exp200921_run111021_46",4,1.20n,2021-09-20,2021-10-11,1.2e-9
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo3_1,2n_exp200921_run111021_47",4,1.20n,2021-09-20,2021-10-11,1.2e-9
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo4_1,2n_exp200921_run111021_48",4,1.20n,2021-09-20,2021-10-11,1.2e-9
exp271221,Antibiotics,Dihydrofolate reductase inhibitor,Trimethoprim,Trimet,Trimet1_600u_exp271221_run140122_33,4,600u,2021-12-27,2022-01-14,6e-4
exp271221,Antibiotics,Dihydrofolate reductase inhibitor,Trimethoprim,Trimet,Trimet2_600u_exp271221_run140122_34,4,600u,2021-12-27,2022-01-14,6e-4
exp271221,Antibiotics,Dihydrofolate reductase inhibitor,Trimethoprim,Trimet,Trimet3_600u_exp271221_run140122_35,4,600u,2021-12-27,2022-01-14,6e-4
exp271221,Antibiotics,Dihydrofolate reductase inhibitor,Trimethoprim,Trimet,Trimet4_600u_exp271221_run140122_36,4,600u,2021-12-27,2022-01-14,6e-4
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri1_100n_exp070222_run060522_17,4,100n,2022-02-07,2022-05-06,1.0000000000000001e-7
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri2_100n_exp070222_run060522_18,4,100n,2022-02-07,2022-05-06,1.0000000000000001e-7
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri3_100n_exp070222_run060522_19,4,100n,2022-02-07,2022-05-06,1.0000000000000001e-7
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri4_100n_exp070222_run060522_20,4,100n,2022-02-07,2022-05-06,1.0000000000000001e-7
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5081_025u_exp181021_run251121_45,4,025u,2021-10-18,2021-11-25,2.4999999999999998e-5
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5082_025u_exp181021_run251121_46,4,025u,2021-10-18,2021-11-25,2.4999999999999998e-5
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5083_025u_exp181021_run251121_47,4,025u,2021-10-18,2021-11-25,2.4999999999999998e-5
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5084_025u_exp181021_run251121_48,4,025u,2021-10-18,2021-11-25,2.4999999999999998e-5
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5731_010u_exp181021_run251121_41,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5732_010u_exp181021_run251121_42,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5733_010u_exp181021_run251121_43,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5734_010u_exp181021_run251121_44,4,010u,2021-10-18,2021-11-25,9.999999999999999e-6
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou1_008u_exp200921_run111021_17,4,008u,2021-09-20,2021-10-11,8e-6
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou2_008u_exp200921_run111021_18,4,008u,2021-09-20,2021-10-11,8e-6
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou3_008u_exp200921_run111021_19,4,008u,2021-09-20,2021-10-11,8e-6
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou4_008u_exp200921_run111021_20,4,008u,2021-09-20,2021-10-11,8e-6
exp271221,AMPK,AMP phosphodiesterase (PDE) inhibitor,Ibudilast,Ibudil,Ibudil1_400u_exp271221_run140122_45,4,400u,2021-12-27,2022-01-14,3.9999999999999996e-4
exp271221,AMPK,AMP phosphodiesterase (PDE) inhibitor,Ibudilast,Ibudil,Ibudil2_400u_exp271221_run140122_46,4,400u,2021-12-27,2022-01-14,3.9999999999999996e-4
exp271221,AMPK,AMP phosphodiesterase (PDE) inhibitor,Ibudilast,Ibudil,Ibudil3_400u_exp271221_run140122_47,4,400u,2021-12-27,2022-01-14,3.9999999999999996e-4
exp271221,AMPK,AMP phosphodiesterase (PDE) inhibitor,Ibudilast,Ibudil,Ibudil4_400u_exp271221_run140122_48,4,400u,2021-12-27,2022-01-14,3.9999999999999996e-4
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo1_050u_exp151121_run180122_03,4,050u,2021-11-15,2022-01-18,4.9999999999999996e-5
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo2_050u_exp151121_run180122_04,4,050u,2021-11-15,2022-01-18,4.9999999999999996e-5
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo3_050u_exp151121_run180122_05,4,050u,2021-11-15,2022-01-18,4.9999999999999996e-5
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo4_050u_exp151121_run180122_06,4,050u,2021-11-15,2022-01-18,4.9999999999999996e-5
exp200921,ROCK,LIMK inhibitor,LIM Kinase Inhibitor I,LIMKi3,LIMKi31_030u_exp200921_run111021_21,4,030u,2021-09-20,2021-10-11,2.9999999999999997e-5
exp200921,ROCK,LIMK inhibitor,LIM Kinase Inhibitor I,LIMKi3,LIMKi32_030u_exp200921_run111021_22,4,030u,2021-09-20,2021-10-11,2.9999999999999997e-5
